company,invoice_num,invoice_date,operation_date,amount,reporter,notes,status,kind
 Ostrzy Entertainment,O81513,2012-12-15,2012-12-07,14488.4,Tierra Grant Jr.,"Quaerat sit voluptatem iusto.
Cumque hic ut ut.
Aliquam debitis cum natus minus dolores.
Soluta dolores rerum est.",accepted,
TT Internet,T89953,2013-07-20,2013-07-13,14295.43,Rosalyn Rohan,"Eum a quam.
Quia explicabo ipsa reprehenderit.",rejected,client;Negligible;important
 TT Internet,T49300,09-01-2014,01-01-2014,18852.78,Mr. Estefania Herzog,Corporis optio libero reiciendis ex.,other,Negligible;Delegation
Big Company 1,B83683,07/18/2014,07/15/2014,15715.69,Miss Ashlynn Schmidt,Explicabo recusandae at reprehenderit.,accepted,internal
KT Koty,K83675,12/23/2013,12/19/2013,19164.96,Caleigh Wintheiser Sr.,"Nisi et magnam.
Molestiae nesciunt quisquam.
Vero nihil rerum.",accepted,client;negligible;internal;other;important
SB Komputery,S93348,12/17/2012,12/17/2012,12560.78,Thea Hauck,Eligendi eum dolorem.,other,Delegation
Comcast,C45211,03-08-2013,28-07-2013,17430.86,Kaleigh Moore,Possimus dolore vel.,other,delegation
 TT Internet,T64007,01/07/2013,12/31/2012,19397.96,Aletha Willms,"Officia commodi molestiae reiciendis quis.
Nihil iste cupiditate asperiores eligendi.",rejected,important
Company X,C23103,03/04/2015,02/24/2015,19095.46,Gwen Hudson,Adipisci accusamus dolores nesciunt sapiente numquam.,other,
MS Szpadel,M47451,15-12-2014,07-12-2014,14796.47,Oral Legros,Dolor laboriosam quis iusto voluptatem iure.,other,
SB Komputery,S6770,11/26/2012,11/17/2012,15333.89,Miss Diamond Beer,Accusamus est ab.,rejected,negligible;client
Microsoft,M99095,2015-05-23,2015-05-23,18672.91,Katrine Simonis DVM,"Molestiae pariatur voluptatem officia nihil.
Architecto distinctio aspernatur.
Architecto ad itaque eos.",other,negligible;delegation;internal;Client;other
Company X,C33461,04/27/2015,04/24/2015,19552.60,Hertha Collier MD,Occaecati et enim omnis qui.,rejected,internal;client;Negligible;Other;important
Company X,C20678,24-12-2014,20-12-2014,18004.22,Mrs. Lee Schinner,Maiores odio totam fugit nam error hic sit.,accepted,delegation;client
 BP Biznes,B48973,11-08-2013,04-08-2013,19871.24,Hester Abernathy,Quia dolor dolor aut facilis.,accepted,negligible;Important;Delegation
BP Biznes,B18302,09/18/2013,09/10/2013,12794.44,Miss Amparo Grant,"Nam consequatur nesciunt molestias maxime dolores eaque.
Sed non excepturi quia.
Laboriosam cumque fuga recusandae nesciunt labore voluptatibus impedit.
Sapiente est quod in libero perspiciatis.",other,Important;delegation;Negligible;client
Microsoft,M91951,2013-04-15,2013-04-11,19208.50,Brody Roob,Ullam dolor rem est perferendis.,accepted,negligible;Important;other
Comcast,C90491,12/12/2012,12/08/2012,16142.20,Ronaldo Moen,Inventore vero facere exercitationem.,other,internal;Other;negligible
Microsoft,M53950,31-12-2013,29-12-2013,14415.72,Mrs. Keith Pollich,Non quia sunt ut ullam dignissimos.,accepted,
Wesoła Gżegżółka,W15504,2015-01-18,2015-01-17,11079.99,Wilfrid Hand,Maxime cupiditate soluta molestias numquam pariatur nesciunt.,other,other
Big Company 1,B80123,15-11-2012,14-11-2012,12050.82,Tyrell Hagenes,Fugit dolorem ut beatae nisi odio sit omnis.,accepted,Delegation;Important
 TT Internet,T28266,12-05-2013,09-05-2013,17472.99,Justyn Johnson,"Est asperiores suscipit consectetur.
Sed accusamus vel.",other,delegation;Negligible;Internal;important;client
 BP Biznes,B21717,2013-02-17,2013-02-10,10330.2,Alexander Littel,Et pariatur aliquid ratione minus dolores aut.,rejected,
SB Komputery,S79502,2014-05-28,2014-05-19,18417.51,Joyce Halvorson,Quod temporibus corrupti et voluptate.,rejected,client;negligible;delegation;important;other
KT Koty,K44939,2014-11-16,2014-11-15,19321.87,Christy Fay,Provident consequuntur fuga hic enim.,other,delegation;other;internal;Important
" Monterail, Inc.",M96055,09/07/2014,09/05/2014,14591.26,Miss Burdette Botsford,Sed qui quae voluptates eum et.,rejected,Important;Client;delegation;internal
 Comcast,C54738,2013-03-11,2013-03-09,19606.7,Clifton Huels,Est praesentium dicta delectus vel.,rejected,internal;Other
Big Company 1,B60379,2014-10-25,2014-10-20,10724.29,Douglas Bartoletti,"Quo omnis ea nihil.
Repellendus sunt minus.",other,internal
Comcast,C82904,2015-05-07,2015-04-29,16337.46,Ms. Sierra Treutel,Labore consequatur nemo cum saepe.,other,Delegation;negligible;internal;important
Comcast,C83634,05-10-2012,05-10-2012,12661.98,Samson Spinka,Autem voluptatibus sed sit iure corrupti.,rejected,delegation
 KT Koty,K74481,09-07-2013,30-06-2013,16294.49,Zetta Kling,"Inventore eum nemo magnam aut.
At et sunt veritatis in debitis ab perspiciatis.
Eos esse quia vitae ratione officia.
Ut unde eos fugiat.",rejected,Internal;client;Other
ACME,A74417,03/04/2014,03/03/2014,14464.24,Oleta Blanda,Et eum dolor commodi aut.,rejected,client;Delegation
 Comcast,C82501,27-04-2015,24-04-2015,13241.91,Hermina Bartell,Ex voluptas unde doloremque harum nemo consequatur.,rejected,Client;delegation;Other
 TT Internet,T84743,2013-02-07,2013-02-06,12256.27,Ms. Edison Hermiston,Atque nobis vitae est beatae enim.,accepted,important;delegation
Wesoła Gżegżółka,W50784,27-10-2012,26-10-2012,17544.10,Deven Dare,Vitae quas id minus aspernatur eligendi.,other,other;Delegation
 Company X,C60942,03/13/2013,03/08/2013,17218.79,Mrs. Leonora Barrows,Ratione unde molestias incidunt sequi dolorem.,other,internal
 KT Koty,K61294,25-09-2013,25-09-2013,11751.80,Sandrine Hand,Qui alias tenetur beatae odio earum.,rejected,internal;delegation
 Company X,C34589,2013-12-25,2013-12-21,11180.72,Heather Wolf,"Rerum commodi voluptatem.
Itaque reprehenderit aut et omnis qui velit voluptate.
Est voluptas dolorem deleniti omnis quas.
Dicta recusandae consequuntur amet inventore hic ea.",accepted,internal
 KT Koty,K38499,2014-07-01,2014-06-24,14064.32,Hanna Shields IV,"Est soluta quod velit id.
Doloribus ducimus voluptatem ab tempore.
Non ea vitae sit quaerat numquam.
Omnis dicta et odit.",rejected,important
 Big Company 1,B6616,2014-03-11,2014-03-02,13419.95,Kaden O'Connell,"Fugiat animi est.
Voluptatum est sed maiores.
Delectus quia nam.
Dolorem repudiandae possimus quo quaerat.",other,
"Monterail, Inc.",M94337,2013-07-26,2013-07-19,19840.51,Mervin Torp,"Omnis quisquam aut modi et.
Ducimus asperiores est fuga cupiditate maiores nemo.
Eius sequi ut aperiam qui libero numquam sit.",other,Other;important;Client;Internal;Delegation
ACME,A53856,2015-01-29,2015-01-29,10802.16,Savanna Yost,Saepe odit est quo quam soluta ad doloribus.,rejected,Client;other;Delegation
 BP Biznes,B58072,16-08-2013,07-08-2013,19405.22,Manuela Herzog,Impedit et fugit dolorem beatae.,rejected,Other;Negligible
 Wesoła Gżegżółka,W30203,29-01-2015,20-01-2015,17573.21,Lucius Ferry,Alias ratione officiis et pariatur.,rejected,Delegation;important;client;Negligible
" Monterail, Inc.",M6749,04/22/2013,04/17/2013,18020.37,Joesph Doyle,Nesciunt delectus fugiat officia rem nobis nam dicta.,other,internal;client;important;Delegation
" Monterail, Inc.",M84323,14-06-2013,08-06-2013,14371.53,Nedra Schmeler,"Fuga cupiditate pariatur et et et velit.
Dicta sit ipsa error autem esse dolores sequi.
Dolore et facere voluptas eos et sint et.
Fuga sed velit quam corporis quis aut.",other,
TT Internet,T28425,01/19/2014,01/15/2014,18031.90,Lavern Gerhold,Animi id consequatur placeat.,rejected,
" Monterail, Inc.",M29539,05/01/2013,04/27/2013,19023.44,Emely Dare IV,Facilis voluptate nihil quos.,other,internal;Client;Important;negligible;Other
KT Koty,K24522,22-06-2013,22-06-2013,18514.46,Randi Kuvalis,Doloribus ex vel qui ut consectetur.,other,important;Client;internal
 Ostrzy Entertainment,O56019,17-11-2014,12-11-2014,12763.51,Gavin Lemke,"Nihil molestias consectetur porro soluta.
Repellendus deleniti sit.
Quos porro ea ducimus.
Dolorum est incidunt.",other,Client;internal;Negligible
BP Biznes,B54425,09/20/2013,09/18/2013,15764.39,Dr. Santiago McCullough,Voluptatem sit et.,accepted,Internal;important;Other
SB Komputery,S58598,2012-11-17,2012-11-16,10766.69,Darron Abshire,"Eaque earum et ut magni.
Et et sunt dolorem est dolores omnis nam.",accepted,important
 BP Biznes,B56971,2013-07-30,2013-07-21,18110.2,Jerrell Witting,Laudantium consequatur ut modi illo.,accepted,
 Comcast,C35066,28-11-2012,22-11-2012,13802.13,Mrs. Johathan Braun,Eos minima pariatur ut error aliquid.,accepted,Client;negligible;other
"Monterail, Inc.",M55637,2012-09-11,2012-09-07,14335.39,Bernita Kohler,Sint vel ea assumenda et.,other,important;client;Delegation;Other;Negligible
 Big Company 1,B59549,26-02-2015,23-02-2015,10578.38,Liam Bergstrom,"Et omnis sed omnis voluptatem praesentium adipisci laudantium.
Debitis quisquam autem expedita atque vitae voluptatem aperiam.
Ex ut voluptatibus tenetur aut ea eum ratione.
Est fugiat quaerat repudiandae sint necessitatibus natus quia.",accepted,Internal;important;other;negligible;Client
MS Szpadel,M27443,2015-01-31,2015-01-31,11070.71,Dr. Ida Will,Neque ullam quia minus sint magni dicta voluptatem.,rejected,internal
 TT Internet,T17413,14-04-2014,07-04-2014,11019.93,Viva Hahn,Quasi possimus qui maiores animi.,other,Negligible;delegation;important
 Big Company 1,B66265,06-04-2014,28-03-2014,10292.80,Rahsaan Wilderman Jr.,"Cumque et quo aliquid.
Quibusdam provident vel autem quaerat.
Deserunt debitis ipsa est sit eaque necessitatibus.",accepted,delegation;internal;client;other;negligible
KT Koty,K68291,2012-11-03,2012-10-26,18454.42,Mallory Ortiz,Ipsam vel asperiores.,accepted,important;other;internal;delegation;client
"Monterail, Inc.",M9040,2013-09-10,2013-09-01,16699.49,Francisco Boyle,,other,Other;Internal;important;Negligible;client
ACME,A1427,2014-04-29,2014-04-24,14400.53,Queen Gottlieb,"Hic cum ut natus qui modi.
Sint quis non saepe.
Consequatur amet provident perferendis.
Aut accusantium laboriosam.",other,negligible;other
 Big Company 1,B97671,10/11/2013,10/07/2013,15833.70,Robyn Hickle II,Provident quam placeat fuga dolor.,accepted,other;important;Client;Delegation
 MS Szpadel,M56190,22-05-2013,15-05-2013,16774.34,Edwin Aufderhar,Vitae porro et consequatur ut sint et et.,other,Other;delegation
Microsoft,M56115,01/10/2014,01/04/2014,13220.12,Cruz Balistreri IV,Autem aut cupiditate dolores omnis dolore.,accepted,Negligible;client
 ACME,A51924,08/22/2013,08/13/2013,12295.8,Kasey Eichmann,"Qui provident eaque a deleniti cumque.
Placeat temporibus et ad ipsum repudiandae.
Quia qui quam.
Laborum at ut.",other,delegation;client;Negligible;other;Internal
TT Internet,T84127,09/16/2014,09/16/2014,11212.89,Marilie Shields,Vero et ratione veritatis.,other,delegation;Other
 ACME,A68954,2015-05-06,2015-05-03,12007.2,Elena Pouros,"Distinctio dolorem repellat aperiam qui accusantium fuga.
Tempora impedit ipsa itaque dolor sit.",rejected,delegation;internal;client
Comcast,C28664,2014-07-22,2014-07-18,16413.48,Hassie Lockman,Nihil accusamus illo doloremque.,other,delegation
 BP Biznes,B41950,2013-07-15,2013-07-10,19647.52,Gia Bailey PhD,Sunt dolor ut rerum voluptatibus suscipit consequatur.,rejected,Negligible;delegation
 TT Internet,T78785,2014-10-30,2014-10-22,17516.67,Julio Lemke,Aut reprehenderit eveniet unde esse enim labore qui.,rejected,internal;important;negligible
Company X,C8595,18-11-2014,11-11-2014,18735.42,Dr. Sallie Johns,"Eaque quos qui.
Aut enim et repellat dignissimos voluptas.
Voluptas dignissimos voluptas aperiam recusandae.
Et minima nulla eos odio.",rejected,Important;client;delegation;other;Negligible
TT Internet,T32305,2013-07-29,2013-07-24,10575.28,Rubye Prohaska,"Enim maiores enim incidunt dolorum et hic architecto.
Odio vero quis natus in maxime tempora.",rejected,Other;Client;Internal
Comcast,C13754,2012-12-03,2012-11-27,13164.89,Bridgette Pfannerstill,"Suscipit et voluptate consequuntur et.
Enim sint occaecati sed facere animi ut tempora.
Consequatur veniam consectetur quo.
Id debitis aperiam dicta.",accepted,negligible
ACME,A49946,11/17/2012,11/09/2012,13665.12,Ms. Alvis Leannon,"Odio beatae aut in quia est quam.
Ut a qui.
Quasi itaque sint quibusdam neque sint ea.",accepted,Client
 ACME,A93267,2014-11-25,2014-11-23,13928.24,Geovanny Cartwright,Et ut laborum.,rejected,Negligible
"Monterail, Inc.",M9465,2013-12-04,2013-11-30,16821.56,Ubaldo Crooks,Voluptates molestias enim neque aut.,rejected,important;negligible;other;client;internal
 Comcast,C7609,10/21/2012,10/15/2012,14377.94,Miss Katlyn King,Deserunt voluptatibus commodi laboriosam ea magnam non numquam.,accepted,delegation;negligible
BP Biznes,B87676,2014-05-10,2014-05-07,17349.6,Tate Boehm,Nostrum qui aperiam animi nobis quis eligendi.,accepted,negligible;important;Internal;Client
SB Komputery,S64323,2014-11-30,2014-11-29,17369.16,Hilda Johns,Consequatur voluptate cupiditate vero in est ad.,other,internal;delegation;negligible;client
TT Internet,T62545,23-06-2013,17-06-2013,10256.26,Miss Tad Leuschke,Delectus dolor et autem.,rejected,Internal
 Comcast,C77734,02/14/2015,02/11/2015,15495.95,Cicero D'Amore,Atque quidem quibusdam dignissimos soluta neque amet.,rejected,Internal;client;Other
 Wesoła Gżegżółka,W69477,2013-05-06,2013-05-06,17417.47,Deron Nienow V,"Consequatur repellendus minus aut.
Officia rem qui quia veniam.
Sit soluta quasi voluptas culpa ratione voluptatibus sunt.",rejected,Delegation;Other
 Big Company 1,B90158,2013-06-07,2013-06-02,16732.42,Clemmie Predovic,Aliquam numquam sunt et dignissimos quia fugiat aut.,other,
 Comcast,C25195,2013-03-06,2013-03-02,15806.36,Marvin Abernathy Sr.,Veniam ea voluptatem ut mollitia assumenda enim.,other,Internal;negligible
 Wesoła Gżegżółka,W38457,2014-10-16,2014-10-09,19378.65,Coby Bashirian,Explicabo tenetur nemo.,accepted,delegation
Comcast,C19995,09-08-2014,06-08-2014,11924.5,Gust Casper,"Veniam corrupti cupiditate et nemo.
Ut esse fugit architecto illum.",accepted,negligible;Important
 Microsoft,M94157,2013-05-09,2013-05-02,10877.92,Hans Reilly,Voluptatibus molestiae voluptate quis quod magnam dolorum.,accepted,
ACME,A89754,2014-04-13,2014-04-04,13654.62,Missouri D'Amore,Ab rerum et sed quia.,other,important
Comcast,C52834,17-10-2014,13-10-2014,15152.90,Winfield Heller,Molestiae perspiciatis magnam eveniet dolorem vel vero.,accepted,Important;internal
 Microsoft,M44832,07/25/2013,07/18/2013,14279.66,Antonetta Dach,Et vel eos occaecati delectus.,accepted,Internal;client
Company X,C65004,29-10-2014,26-10-2014,14476.22,Sid Nicolas,"Autem sit et nisi dolore eius quod facere.
Fuga ipsum quo id corporis nulla rem repudiandae.",rejected,client;internal;important
 Ostrzy Entertainment,O16999,25-08-2013,17-08-2013,10952.82,Rhett Emard,Dolores beatae ipsa voluptas consequatur veniam nesciunt ut.,rejected,important;internal
 KT Koty,K96428,2014-02-25,2014-02-24,17601.60,Sharon Shields,Accusantium minus ducimus veniam et maiores et.,rejected,client;important;Other;delegation
TT Internet,T83051,01/26/2015,01/22/2015,18032.57,Ibrahim Collier,"Soluta pariatur aut a iure.
Omnis et quo repudiandae non at.
Sed harum eos omnis sint dignissimos neque aspernatur.
Amet provident est quidem.",accepted,Internal
ACME,A19317,29-03-2013,25-03-2013,18367.3,Mr. Eliane Funk,"Non eligendi est omnis et ut ut.
Ut cumque odio aut perferendis.
Rem ut reiciendis et.
Et dolores quaerat dicta eos expedita minima ullam.",rejected,
" Monterail, Inc.",M58976,2013-07-13,2013-07-08,14527.5,Malika Mann,Sunt autem consequatur voluptatem ut inventore id voluptates.,other,Other;delegation;internal
Ostrzy Entertainment,O67587,04/05/2014,03/27/2014,15764.39,Marisol Veum,Et earum nihil.,accepted,delegation;negligible;other;important;internal
Company X,C28392,2013-07-29,2013-07-22,10277.24,Quinten Spinka,Assumenda sunt repellat qui eum neque quis qui.,rejected,client
Microsoft,M93133,12/20/2013,12/15/2013,18846.92,Lazaro Barton,Quia in nostrum deleniti possimus quisquam beatae.,other,Delegation;client;important
Microsoft,M97700,11-03-2015,05-03-2015,17148.78,Oren Lakin,Quo ab quasi.,accepted,
 KT Koty,K75300,23-04-2014,19-04-2014,10941.87,Karolann Kessler,Repellendus amet inventore quo omnis asperiores eum.,rejected,negligible;other;client;important
MS Szpadel,M21181,07-02-2015,02-02-2015,10643.19,Devante Grant,Doloremque inventore velit excepturi.,rejected,delegation;Internal;Other;Client
 SB Komputery,S52782,06/24/2013,06/21/2013,10732.55,Lorena Wunsch II,Harum molestiae totam dolor.,other,internal;client
 TT Internet,T41218,20-12-2013,19-12-2013,19654.35,Jadyn Price III,Suscipit ut a recusandae.,accepted,negligible
TT Internet,T89263,07/06/2014,06/27/2014,18925.85,Arvel Miller,Consequatur totam quam molestias beatae vero voluptatem aliquam.,other,client;negligible;Other
Comcast,C86613,21-06-2013,13-06-2013,19555.20,Miss Sean Beahan,Molestiae ipsam amet recusandae voluptas culpa tempore commodi.,accepted,
TT Internet,T28563,25-03-2013,16-03-2013,14498.49,Mohamed Gulgowski,"Repudiandae atque quam molestiae sint autem.
Quam fugit hic harum necessitatibus commodi ex officiis.",other,Client;other;Important;negligible;Delegation
Big Company 1,B70792,2014-10-10,2014-10-06,17058.56,Stone Swift,"Explicabo eveniet adipisci itaque sunt qui placeat.
Aliquid eos qui aut cumque.",accepted,important;other
SB Komputery,S50051,09/04/2013,09/02/2013,10460.74,Alford Klein,Autem sint qui.,accepted,delegation
 SB Komputery,S4358,2013-10-01,2013-10-01,14037.70,Charlotte Stracke,Sunt est id est.,rejected,delegation;client
 MS Szpadel,M35635,2014-03-12,2014-03-04,17324.79,Salvador Goodwin,Asperiores a sit qui sapiente dolor eum enim.,rejected,important;negligible;other;Delegation
 MS Szpadel,M73374,28-01-2014,21-01-2014,19881.16,Lue Deckow,Commodi harum aut et voluptas et.,rejected,important
 Company X,C33435,2012-09-01,2012-08-24,18399.85,Ransom Robel,Nihil et illum sunt id qui consequatur.,rejected,internal;negligible;Other;important;delegation
 Company X,C62360,04/10/2015,04/06/2015,19851.14,Hailie Gutkowski,Excepturi error ut qui numquam et sunt et.,other,Important;Other;delegation;client
